0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xffffff 0xffffff 0xffffff 0xffffff |0x0000ff 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xffffff 0xffffff 0xffffff |0x0000ff 0x0000ff 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xffffff 0xffffff |0x0000ff 0x0000ff 0x0000ff 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xffffff |0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x0000ff 0x0000ff 0x0000ff 0x0000ff 0x0000ff |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x0000ff 0x0000ff 0x0000ff 0x0000ff |0xff0000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x0000ff 0x0000ff 0x0000ff |0xff0000 0xff0000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x0000ff 0x0000ff |0xff0000 0xff0000 0xff0000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x0000ff |0xff0000 0xff0000 0xff0000 0xff0000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0xff0000 0xff0000 0xff0000 0xff0000 0xff0000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0xff0000 0xff0000 0xff0000 0xff0000 0xff0000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0xff0000 0xff0000 0xff0000 0xff0000 0xff0000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0xff0000 0xff0000 0xff0000 0xff0000 0xff0000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0xff0000 0xff0000 0xff0000 0xff0000 0xff0000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0xff0000 0xff0000 0xff0000 0xff0000 0xff0000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xff0000 0xff0000 0xff0000 0xff0000 |0x00ff00 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xff0000 0xff0000 0xff0000 |0x00ff00 0x00ff00 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xff0000 0xff0000 |0x00ff00 0x00ff00 0x00ff00 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0xff0000 |0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x000000 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x000000 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x000000 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x000000 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x000000 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x00ff00 0x00ff00 0x00ff00 0x00ff00 0x00ff00 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x00ff00 0x00ff00 0x00ff00 0x00ff00 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x00ff00 0x00ff00 0x00ff00 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x00ff00 0x00ff00 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x00ff00 |
0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 0x000000 |
